year,gen,unit,lat,lon,fuel,plantCode,plantName,plantState,plantCounty,opYear,retYear,pMover,tech
2005  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2006  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2007  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2008  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2009  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2010  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2011  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2012  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2013  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2014  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2015  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2016  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2017  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2018  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2003  ,356.719,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2004  ,12.21432,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2005  ,325.391,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2006  ,1.92199,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2007  ,276.477,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2008  ,92.728,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2009  ,0.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2010  ,78.026,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2011  ,318.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2012  ,111.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2013  ,0.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2014  ,56.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2015  ,260.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2016  ,94.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2017  ,159.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2018  ,495.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2003  ,3798.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2004  ,124.2,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2005  ,3441.64,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2006  ,20.31,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2007  ,2337.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2008  ,893.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2009  ,0.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2010  ,731.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2011  ,3324.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2012  ,1022.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2013  ,0.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2014  ,2158.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2015  ,2586.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2016  ,1260.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2017  ,1149.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2018  ,4706.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2003  ,54.882,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2004  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2005  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2006  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2007  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2008  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2009  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2010  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2011  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2012  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2013  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2014  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2015  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2016  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2017  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2018  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2003  ,585.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2004  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2005  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2006  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2007  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2008  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2009  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2010  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2011  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2012  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2013  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2014  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2015  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2016  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2017  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2018  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2003  ,356.719,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2004  ,12.21432,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2005  ,325.391,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2006  ,1.92199,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2007  ,276.477,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2008  ,92.728,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2009  ,0.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2010  ,78.026,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2011  ,318.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2012  ,111.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2013  ,0.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2014  ,56.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2015  ,260.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2016  ,94.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2017  ,159.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2018  ,495.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2003  ,3798.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2004  ,124.2,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2005  ,3441.64,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2006  ,20.31,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2007  ,2337.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2008  ,893.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2009  ,0.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2010  ,731.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2011  ,3324.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2012  ,1022.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2013  ,0.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2014  ,2158.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2015  ,2586.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2016  ,1260.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2017  ,1149.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2018  ,4706.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2003  ,54.882,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2004  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2005  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2006  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2007  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2008  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2009  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2010  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2011  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2012  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2013  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2014  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2015  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2016  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2017  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2018  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2003  ,585.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2004  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2005  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2006  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2007  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2008  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2009  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2010  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2011  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2012  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2013  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2014  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2015  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2016  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2017  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2018  ,0.0,MMBtu,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2003  ,356.719,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2004  ,12.21432,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2005  ,325.391,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2006  ,1.92199,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2007  ,276.477,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2008  ,92.728,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2009  ,0.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2010  ,78.026,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2011  ,318.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2012  ,111.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2013  ,0.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2014  ,56.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2015  ,260.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2016  ,94.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2017  ,159.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2018  ,495.0,MWh,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2003  ,3798.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2004  ,124.2,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2005  ,3441.64,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2006  ,20.31,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2007  ,2337.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2008  ,893.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2009  ,0.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2010  ,731.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2011  ,3324.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2012  ,1022.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2013  ,0.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2014  ,2158.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2015  ,2586.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2016  ,1260.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2017  ,1149.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2018  ,4706.0,MMBtu,37.193584,-77.467185,DFO,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2003  ,54.882,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
2004  ,0.0,MWh,37.193584,-77.467185,NG,54766,Boydton Plank Road Cogen Plant,VA,Dinwiddie,2000,9999,IC,Petroleum Liquids
